"state","bill_id","title","session","lastAction","signed","source","id"
"tx","SB 523","Relating to the prosecution of the offense of operation of unmanned aircraft over correctional facility or critical infrastructure facility.","85","2017-02-06",,"ftp://ftp.legis.state.tx.us/bills/85R/billhistory/senate_bills/SB00500_SB00599/SB 523.xml","TXB00049544"
"ut","HB 59","H.B. 59 Unmanned Aircraft Revisions","2018","2018-03-15","2018-03-15 00:00:00","http://le.utah.gov/~2018/bills/static/HB0059.html","UTB00006437"
"ut","SB 111","S.B. 111 Unmanned Aircraft Amendments","2017","2017-03-24","2017-03-24 00:00:00","http://le.utah.gov/~2017/bills/static/SB0111.html","UTB00005717"
"wy","SF 170","Unmanned aircraft.","2017","2017-03-08","2017-03-08 07:00:00","undefinedhttp://legisweb.state.wy.us/2017/Digest/SF0170.pdf|http://legisweb.state.wy.us/2017/billreference/BillReference.aspx?type=SF|","WYB00002536"
"wa","HB 1031","Concerning the use of unmanned aerial systems near certain protected marine species.","2017-2018","2018-03-08",,"http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1031&year=2017","WAB00011893"
"wa","HB 2363","Addressing the use of unmanned aircraft to deliver contraband.","2017-2018","2018-03-08",,"http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2363&year=2017","WAB00014655"
"wa","SB 6356","Prohibiting the operation of unmanned aircraft over certain facilities.","2017-2018","2018-01-12",,"http://apps.leg.wa.gov/billinfo/summary.aspx?bill=6356&year=2017","WAB00015460"
"wa","HB 1049","Concerning unmanned aircraft.","2017-2018","2018-01-08",,"http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1049&year=2017","WAB00011816"
"wa","HB 2363","Addressing the use of unmanned aircraft to deliver contraband.","2017-2018","2018-01-03",,"http://apps.leg.wa.gov/billinfo/summary.aspx?bill=2363&year=2017","WAB00014682"
"al","SB 372","Unmanned aircraft systems or drones, prohibited from flying over certain facilities, sale, operation, manufacturing of drones equipped with a weapon are prohibited, criminal penalties, use by governmental agencies authorized under certain conditions, rulemaking authority, Unmanned Aircraft Systems Act, Secs. 13A-6-24, 13A-6-90.1, 13A-7-22, 13A-10-2, 13A-10-38, 13A-11-32, 23-1-388 am'd.","2017rs","2017-04-13",,"undefinedhttp://alisondb.legislature.state.al.us/Alison/SESSBillsList.aspx?STATUSCODES=Had%20First%20Reading%20House%20of%20Origin&BODY=999999|http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SB372|","ALB00012682"
"al","HB 507","Unmanned aircraft systems or drones, prohibited from flying over certain facilities, sale, operation, manufacturing of drones equipped with a weapon are prohibited, criminal penalties, use by governmental agencies authorized under certain conditions, rulemaking authority, Unmanned Aircraft Systems Act, Secs. 13A-6-24, 13A-6-90.1, 13A-7-22, 13A-10-2, 13A-10-38, 13A-11-32, 23-1-388 am'd.","2017rs","2017-04-13",,"undefinedhttp://alisondb.legislature.state.al.us/Alison/SESSBillsList.aspx?STATUSCODES=Had%20First%20Reading%20House%20of%20Origin&BODY=999999|http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB507|","ALB00012683"
"al","HB 498","Unmanned aircraft systems or drones, use of prohibited under certain conditions, criminal penalties, injunctive relief, use by governmental agencies authorized under certain conditions, rulemaking authority, Unmanned Aircraft Systems Act, Secs. 13A-6-24, 13A-6-90.1, 13A-7-22, 13A-10-2, 13A-10-38, 13A-11-32, 23-1-388 am'd.","2017rs","2017-04-11",,"undefinedhttp://alisondb.legislature.state.al.us/Alison/SESSBillsList.aspx?STATUSCODES=Had%20First%20Reading%20House%20of%20Origin&BODY=999999|http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB498|","ALB00012641"
"al","SB 378","Unmanned aircraft systems or drones, use of prohibited under certain conditions, criminal penalties, injuctive relief, use by governmental agencies authorized under certain conditions, Unmanned Aircraft Systems Act","2016rs","2016-04-05",,"undefinedhttp://alisondb.legislature.state.al.us/Alison/SESSBillsList.aspx?STATUSCODES=Had%20First%20Reading%20House%20of%20Origin&BODY=999999|http://alisondb.legislature.state.al.us/Alison/SESSBillResult.aspx?BILL=SB378|","ALB00011155"
"al","HB 471","Unmanned aircraft systems or drones, use of prohibited under certain conditions, criminal penalties, injuctive relief, use by governmental agencies authorized under certain conditions, Unmanned Aircraft Systems Act","2016rs","2016-03-23",,"undefinedhttp://alisondb.legislature.state.al.us/Alison/SESSBillsList.aspx?STATUSCODES=Had%20First%20Reading%20House%20of%20Origin&BODY=999999|http://alisondb.legislature.state.al.us/Alison/SESSBillResult.aspx?BILL=HB471|","ALB00011118"
"wi","SB 701","Relating to: the operation and regulation of unmanned aircraft and providing a penalty. (FE)","2017 Regular Session","2018-01-19",,"http://docs.legis.wisconsin.gov/2017/proposals/reg/sen/bill/sb701","WIB00009465"
"wi","AB 855","Relating to: the operation and regulation of unmanned aircraft and providing a penalty. (FE)","2017 Regular Session","2018-01-19",,"http://docs.legis.wisconsin.gov/2017/proposals/reg/asm/bill/ab855","WIB00009483"
"or","HB 3047","Relating to unmanned aircraft systems; and declaring an emergency.","2017 Regular Session","2017-07-13","2017-06-29 21:27:24","https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB3047","ORB00011496"
"or","SB 757","Relating to unmanned aircraft systems.","2017 Regular Session","2017-07-08",,"https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/SB757","ORB00011227"
"or","HB 3049","Relating to unmanned aircraft systems; declaring an emergency.","2017 Regular Session","2017-07-08",,"https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB3049","ORB00011495"
"or","HB 2709","Relating to unmanned aircraft systems.","2017 Regular Session","2017-07-07",,"https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2709","ORB00010486"
"or","HB 3048","Relating to unmanned aircraft systems.","2017 Regular Session","2017-07-07",,"https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB3048","ORB00011481"
"or","HB 3046","Relating to unmanned aircraft systems; declaring an emergency.","2017 Regular Session","2017-07-07",,"https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB3046","ORB00011531"
"fl","SB 624","Drones","2018","2018-03-10",,"http://flsenate.gov/Session/Bill/2018/00624/ByCategory","FLB00015912"
"fl","HB 939","Use or Operation of a Drone by Certain Offenders","2017","2017-05-05",,"http://flsenate.gov/Session/Bill/2017/00939/ByCategory","FLB00012678"
"fl","SB 1122","Use or Operation of a Drone by Certain Offenders","2017","2017-05-05",,"http://flsenate.gov/Session/Bill/2017/01122/ByCategory","FLB00012774"
"co","HB 18-1314","Drone Interference With Public Safety Operations","2018A","2018-06-06","2018-06-06 06:00:00","http://leg.colorado.gov/bills/hb18-1314","COB00005725"
"co","HB 17-1070","Study Drone Use By Public Safety Agencies","2017A","2017-06-05","2017-06-05 06:00:00","http://leg.colorado.gov/bills/hb17-1070","COB00004523"
"va","SB 307","Unmanned aircraft systems; work group to explore issues related system activities.","2018","2018-03-15",,"http://lis.virginia.gov/cgi-bin/legp604.exe?181+sum+SB307","VAB00028449"
"va","SB 186","Unmanned aircraft by a locality; search warrant, exception.","2018","2018-03-14",,"http://lis.virginia.gov/cgi-bin/legp604.exe?181+sum+SB186","VAB00028527"
"va","HB 638","Trespass; use of an unmanned aircraft system, penalty.","2018","2018-03-12",,"http://lis.virginia.gov/cgi-bin/legp604.exe?181+sum+HB638","VAB00027084"
"va","HB 1482","Unmanned aircraft systems; use by Department of State Police and Department of Transportation.","2018","2018-03-12",,"http://lis.virginia.gov/cgi-bin/legp604.exe?181+sum+HB1482","VAB00029534"
"va","SB 508","Unmanned aircraft systems; use by Department of State Police and Department of Transportation.","2018","2018-03-06",,"http://lis.virginia.gov/cgi-bin/legp604.exe?181+sum+SB508","VAB00027504"
"va","HB 1290","Tethered unmanned aircraft systems; use by law-enforcement agency.","2018","2018-02-15",,"http://lis.virginia.gov/cgi-bin/legp604.exe?181+sum+HB1290","VAB00027964"
"la","SB 69","AIRCRAFT/AVIATION:  Provides for the exclusive regulation of drones by the state. (gov sig)","2017","2017-05-22",,"http://www.legis.la.gov/Legis/BillInfo.aspx?i=231587","LAB00017478"
"il","SB 2562","DRONE USE-LARGE EVENT","100th","2018-07-01",,"http://ilga.gov/legislation/BillStatus.asp?DocNum=2562&GAID=14&DocTypeID=SB&LegId=109479&SessionID=91&GA=100","ILB00102870"
"il","HB 4405","DRONE USE-LARGE EVENT","100th","2018-05-16",,"http://ilga.gov/legislation/BillStatus.asp?DocNum=4405&GAID=14&DocTypeID=HB&LegId=109156&SessionID=91&GA=100","ILB00102376"
"il","HB 5129","CRIM CD-AERIAL DRONE-PRISON","100th","2018-05-10",,"http://ilga.gov/legislation/BillStatus.asp?DocNum=5129&GAID=14&DocTypeID=HB&LegId=110750&SessionID=91&GA=100","ILB00104139"
"il","SB 421","AIRPORT AUTHORITIES-DRONES","100th","2017-09-22","2017-09-22 00:00:00","http://ilga.gov/legislation/BillStatus.asp?DocNum=421&GAID=14&DocTypeID=SB&LegId=100362&SessionID=91&GA=100","ILB00094619"
"il","HB 3906","CRIM CD-DRONE-PRIVACY","100th","2017-03-31",,"http://ilga.gov/legislation/BillStatus.asp?DocNum=3906&GAID=14&DocTypeID=HB&LegId=105893&SessionID=91&GA=100","ILB00099088"
"hi","HR 114","REQUESTING THE DEPARTMENT OF BUSINESS, ECONOMIC DEVELOPMENT AND TOURISM, IN CONJUNCTION WITH THE UNIVERSITY OF HAWAII, TO CONVENE A WORKING GROUP TO DEVELOP RECOMMENDATIONS REGARDING THE SAFE, LEGAL, AND BENEFICIAL USE OF DRONES IN HAWAII.","2018 Regular Session","2018-03-13",,"http://capitol.hawaii.gov/Archives/measure_indiv_Archives.aspx?billtype=HR&billnumber=114&year=2018","HIB00035402"
"hi","HCR 127","REQUESTING THE DEPARTMENT OF BUSINESS, ECONOMIC DEVELOPMENT AND TOURISM, IN CONJUNCTION WITH THE UNIVERSITY OF HAWAII, TO CONVENE A WORKING GROUP TO DEVELOP RECOMMENDATIONS REGARDING THE SAFE, LEGAL, AND BENEFICIAL USE OF DRONES IN HAWAII.","2018 Regular Session","2018-03-13",,"http://capitol.hawaii.gov/Archives/measure_indiv_Archives.aspx?billtype=HCR&billnumber=127&year=2018","HIB00035459"
"mi","HB 5118","Aeronautics; unmanned aerial systems; enforcement of federal statutes and laws pertaining to drones by state law enforcement agencies; require negotiation of a memorandum of understanding to allow. Amends 2016 PA 436 (MCL 259.301 - 259.331) by adding sec. 30.","2017-2018","2017-10-18",,"http://legislature.mi.gov/doc.aspx?2017-HB-5118","MIB00014084"
"ky","HB 22","AN ACT relating to public safety. Amend KRS 446.010 to define ""unmanned aircraft system""; create a new section of KRS Chapter 500 to prescribe permitted and prohibited uses of drones; provide exceptions; prohibit use of evidence obtained by a drone in violation of stated prohibitions; authorize that section to be cited as the ""Citizens' Freedom from Unwarranted Surveillance Act""; create a new section of KRS Chapter 501 to clarify criminal liability for offenses committed using a drone; create a new section of KRS Chapter 525 to create the offense of obstructing an emergency responder.","2018RS","2018-03-24",,"http://www.lrc.ky.gov/record/18RS/HB22.htm","KYB00009431"
"ky","HB 291","AN ACT relating to public safety. Amend KRS 446.010 to define ""drone""; create a new section of KRS Chapter 500 prescribe permitted and prohibited uses of drones; provide exceptions; prohibit use of evidence obtained by a drone in violation of stated prohibitions; authorize that section of the bill to be cited as the ""Citizens' Freedom from Unwarranted Surveillance Act""; create a new section of KRS Chapter 501 to clarify criminal liability for offenses committed using a drone; create a new section of KRS Chapter 525 to create the offense of obstructing an emergency responder; create new section of KRS Chapter 511 to create offense of trespass on critical infrastructure.","2017RS","2017-03-29",,"http://www.lrc.ky.gov/record/17RS/HB291.htm","KYB00008534"
"sd","SB 80","regulate the use of drones under certain conditions and to provide a penalty therefor.","2017","2017-03-27",,"http://www.sdlegislature.gov/Legislative_Session/Bills/Bill.aspx?Bill=80&Session=2017","SDB00004701"
"nc","HB 128","Prohibit Drone Use Over Prison/Jail.","2017","2017-07-25","2017-07-25 00:00:00","http://www.ncleg.net/gascripts/BillLookUp/BillLookUp.pl?Session=2017&BillID=H128&votesToView=all","NCB00010261"
"nc","HB 94","Emergency Management/Drone Use.","2017","2017-04-13",,"http://www.ncleg.net/gascripts/BillLookUp/BillLookUp.pl?Session=2017&BillID=H94&votesToView=all","NCB00010189"
"nj","AR 29","Urges Congress and President to fund FAA Drone Test Site Program.","218","2018-06-21",,"http://www.njleg.state.nj.us/downloads.asp","NJB00046725"
"nj","A 3526","Permits municipalities to enact ordinance prohibiting operation of drones under certain circumstances.","218","2018-03-05",,"http://www.njleg.state.nj.us/downloads.asp","NJB00049738"
"nj","S 1741","Requires certain retailers to provide notice of FAA safety guidelines for flying drones to consumers.","218","2018-02-05",,"http://www.njleg.state.nj.us/downloads.asp","NJB00048393"
"nj","A 2881","Requires certain retailers to provide notice of FAA safety guidelines for flying drones to consumers.","218","2018-02-01",,"http://www.njleg.state.nj.us/downloads.asp","NJB00047779"
"nj","A 2301","Prohibits the use of drones by law enforcement entities.","218","2018-02-01",,"http://www.njleg.state.nj.us/downloads.asp","NJB00047903"
"nj","A 2880","Requires certain drones to contain geo-fencing technology; makes violation a fourth degree crime.","218","2018-02-01",,"http://www.njleg.state.nj.us/downloads.asp","NJB00048202"
"nj","S 797","Requires certain drones to contain geo-fencing technology; makes violation a fourth degree crime.","218","2018-01-09",,"http://www.njleg.state.nj.us/downloads.asp","NJB00043878"
"nj","S 577","Sets forth certain standards to be followed by law enforcement agencies and fire departments when utilizing drones.","218","2018-01-09",,"http://www.njleg.state.nj.us/downloads.asp","NJB00044557"
"nj","A 1765","Regulates and prohibits certain operation of drones.","218","2018-01-09",,"http://www.njleg.state.nj.us/downloads.asp","NJB00044833"
"nj","A 1463","Sets forth certain standards to be followed by law enforcement agencies and fire departments when utilizing drones.","218","2018-01-09",,"http://www.njleg.state.nj.us/downloads.asp","NJB00045382"
"nj","A 1739","Creates fourth degree crime of operating drone equipped with weapon.","218","2018-01-09",,"http://www.njleg.state.nj.us/downloads.asp","NJB00046263"
"oh","SB 60","Regulate drones used by law enforcement officers","132","2017-02-22",,"undefinedhttps://www.legislature.ohio.gov/legislation/legislation-summary?id=GA132-SB-60|http://search-prod.lis.state.oh.us/solarapi/v1/general_assembly_132/bills/sb60/|","OHB00004657"
"md","HB 351","Criminal Procedure - Government Drone Use - Limitations","2016","2016-02-29",,"http://mgaleg.maryland.gov/webmga/frmMain.aspx?id=HB351&stab=01&pid=billpage&tab=subject3&ys=2016rs","MDB00023941"
"ms","SB 2485","Drones; prohibit near and above correctional facilities.","2016","2016-03-22",,"http://billstatus.ls.state.ms.us/2016/pdf//history/SB/SB2485.xml","MSB00029299"
"ms","HB 1282","""Drones Prohibition Near or Above State and Private Correctional Facilities Act;"" create.","2016","2016-02-23",,"http://billstatus.ls.state.ms.us/2016/pdf//history/HB/HB1282.xml","MSB00028612"
"ms","HB 582","Drone Regulation Act; create.","2016","2016-02-23",,"http://billstatus.ls.state.ms.us/2016/pdf//history/HB/HB0582.xml","MSB00028672"
"ct","SJ 53","RESOLUTION CONFIRMING THE NOMINATION OF NUALA E. DRONEY, ESQUIRE, OF COLUMBIA TO BE A JUDGE OF THE SUPERIOR COURT.","2018","2018-05-03",,"undefinedftp://ftp.cga.ct.gov/pub/data/bill_info.csv|http://www.cga.ct.gov/asp/cgabillstatus/cgabillstatus.asp?selBillType=Bill&bill_num=SJ53&which_year=2018|","CTB00018513"
"ct","HB 7260","AN ACT CONCERNING THE USE AND REGULATION OF DRONES.","2017","2017-05-01",,"undefinedftp://ftp.cga.ct.gov/pub/data/bill_info.csv|http://www.cga.ct.gov/asp/cgabillstatus/cgabillstatus.asp?selBillType=Bill&bill_num=HB7260&which_year=2017|","CTB00016960"
"ct","HB 6895","AN ACT CONCERNING THE WEAPONIZATION OF DRONES.","2017","2017-01-25",,"undefinedftp://ftp.cga.ct.gov/pub/data/bill_info.csv|http://www.cga.ct.gov/asp/cgabillstatus/cgabillstatus.asp?selBillType=Bill&bill_num=HB6895&which_year=2017|","CTB00016337"
"nh","HB 1759","regulating the use of drones.","2018","2018-03-22",,"http://www.gencourt.state.nh.us/bill_Status/bill_status.aspx?lsr=2554&sy=2018&sortoption=&txtsessionyear=2018","NHB00006824"
"nh","HB 205","relative to flying a drone above a correctional facility.","2017","2017-11-30",,"http://www.gencourt.state.nh.us/bill_Status/bill_status.aspx?lsr=0070&sy=2017&sortoption=&txtsessionyear=2017","NHB00005671"
"nh","HB 97","relative to the use of drones.","2017","2017-05-11",,"http://www.gencourt.state.nh.us/bill_Status/bill_status.aspx?lsr=0102&sy=2017&sortoption=&txtsessionyear=2017","NHB00005966"
"pa","SB 125","An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in obstructing governmental operations, providing for the offense of unlawful drone activity over correctional institutions.","2017-2018","2017-01-20",,"undefinedhttp://www.legis.state.pa.us/cfdocs/billinfo/billinfo.cfm?syear=2017&sind=0&body=S&type=B&BN=125|http://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2017&sind=0&body=S&type=B&BN=125|http://www.legis.state.pa.us/cfdocs/billinfo/bill_votes.cfm?syear=2017&sind=0&body=S&type=B&bn=125|","PAB00022318"
"ok","SB 660","Drones; providing civil immunity for certain damage. Effective date.","2017-2018","2017-03-15",,"http://www.oklegislature.gov/BillInfo.aspx?Bill=SB660&session=1800","OKB00015500"
"vt","H 615","An act relating to prohibiting the use of drones near correctional facilities","2017-2018","2018-04-17","2018-04-17 00:00:00","undefinedhttp://legislature.vermont.gov/bill/loadBillsIntroduced/2018/|http://legislature.vermont.gov/bill/status/2018/H.615|http://legislature.vermont.gov/bill/loadBillDetailedStatus/2018/1910|http://legislature.vermont.gov/bill/loadBillRollCalls/2018/1910|","VTB00007414"
"wv","HB 4607","Establishing certain criteria for the restricted operation of drones within State Parks, Forests, and Rail Trails","2018","2018-04-17","2018-03-27 00:00:00","http://www.legis.state.wv.us/Bill_Status/Bills_history.cfm?input=4607&year=2018&sessiontype=RS&btype=bill","WVB00017452"
"wv","HB 2384","Relating to the use of drone surveillance of private citizens","2017","2017-02-13",,"http://www.legis.state.wv.us/Bill_Status/Bills_history.cfm?input=2384&year=2017&sessiontype=RS&btype=bill","WVB00014149"
